,Durchgang,Uhrzeit,Gebotindex,Geber,Ausgangswert,Anteil,Angebotskategorie,Reaktion,Reaktionszeit,subjectID,Teil
28,29,09:37:18:250,50,54.0,11.0,3.0,Topf_klein_mittel,Angenommen,395.5,2,1
29,30,09:37:22:531,127,135.0,11.0,1.0,Topf_klein_wenig,Angenommen,463.1,2,1
30,31,09:37:28:218,93,99.0,19.0,5.0,Topf_gross_viel,Angenommen,312.7,2,1
31,32,09:37:34:781,122,130.0,11.0,3.0,Topf_klein_mittel,Angenommen,464.0,2,1
32,33,09:37:39:468,48,52.0,11.0,1.0,Topf_klein_wenig,Angenommen,370.6,2,1
33,34,09:37:44:593,1,1.0,11.0,1.0,Topf_klein_wenig,Angenommen,363.1,2,1
34,35,09:37:49:171,202,214.0,19.0,5.0,Topf_gross_viel,Angenommen,314.5,2,1
36,37,09:38:00:453,73,79.0,19.0,1.0,Topf_gross_wenig,Angenommen,530.4,2,1
37,38,09:38:07:109,147,155.0,11.0,3.0,Topf_klein_mittel,Angenommen,461.6,2,1
38,39,09:38:13:406,53,57.0,11.0,1.0,Topf_klein_wenig,Angenommen,454.9,2,1
39,40,09:38:20:078,156,166.0,11.0,3.0,Topf_klein_mittel,Angenommen,401.4,2,1
40,41,09:38:25:890,74,80.0,19.0,5.0,Topf_gross_viel,Angenommen,582.4,2,1
41,42,09:38:32:703,82,88.0,11.0,1.0,Topf_klein_wenig,Angenommen,555.4,2,1
43,44,09:38:44:500,155,165.0,11.0,1.0,Topf_klein_wenig,Angenommen,343.1,2,1
44,45,09:38:49:843,92,98.0,11.0,5.0,Topf_klein_viel,Angenommen,367.6,2,1
45,46,09:38:55:375,198,210.0,11.0,1.0,Topf_klein_wenig,Angenommen,391.8,2,1
46,47,09:39:01:265,105,111.0,11.0,3.0,Topf_klein_mittel,Angenommen,481.4,2,1
47,48,09:39:06:781,51,55.0,19.0,5.0,Topf_gross_viel,Angenommen,443.1,2,1
48,49,09:39:13:734,33,37.0,11.0,3.0,Topf_klein_mittel,Angenommen,505.4,2,1
49,50,09:39:18:593,84,90.0,19.0,1.0,Topf_gross_wenig,Angenommen,517.4,2,1
50,51,09:39:23:359,222,236.0,19.0,1.0,Topf_gross_wenig,Angenommen,412.7,2,1
51,52,09:39:27:875,194,206.0,19.0,1.0,Topf_gross_wenig,Angenommen,318.8,2,1
52,53,09:39:35:593,17,17.0,11.0,1.0,Topf_klein_wenig,Angenommen,558.8,2,1
53,54,09:39:40:234,179,189.0,19.0,1.0,Topf_gross_wenig,Angenommen,306.9,2,1
54,55,09:39:45:296,30,34.0,11.0,1.0,Topf_klein_wenig,Angenommen,310.8,2,1
55,56,09:39:52:171,168,178.0,19.0,1.0,Topf_gross_wenig,Angenommen,232.6,2,1
57,58,09:40:03:718,22,22.0,11.0,1.0,Topf_klein_wenig,Angenommen,310.4,2,1
58,59,09:40:08:875,151,161.0,19.0,3.0,Topf_gross_mittel,Angenommen,342.2,2,1
60,61,09:40:18:640,226,240.0,11.0,1.0,Topf_klein_wenig,Angenommen,394.7,2,1
62,63,09:40:30:156,10,10.0,19.0,1.0,Topf_gross_wenig,Angenommen,273.8,2,1
63,64,09:40:34:125,145,153.0,11.0,1.0,Topf_klein_wenig,Angenommen,369.4,2,1
64,65,09:40:38:531,106,112.0,11.0,1.0,Topf_klein_wenig,Angenommen,295.0,2,1
65,66,09:40:43:296,67,73.0,11.0,3.0,Topf_klein_mittel,Angenommen,343.0,2,1
66,67,09:40:48:500,97,103.0,11.0,1.0,Topf_klein_wenig,Angenommen,372.1,2,1
67,68,09:40:52:796,69,75.0,19.0,3.0,Topf_gross_mittel,Angenommen,422.9,2,1
68,69,09:40:57:484,173,183.0,19.0,3.0,Topf_gross_mittel,Angenommen,345.6,2,1
69,70,09:41:02:015,195,207.0,11.0,1.0,Topf_klein_wenig,Angenommen,394.4,2,1
70,71,09:41:06:562,5,5.0,19.0,3.0,Topf_gross_mittel,Angenommen,514.5,2,1
71,72,09:41:12:531,152,162.0,11.0,1.0,Topf_klein_wenig,Angenommen,529.3,2,1
72,73,09:41:18:234,199,211.0,11.0,1.0,Topf_klein_wenig,Angenommen,466.9,2,1
73,74,09:41:22:812,207,219.0,11.0,5.0,Topf_klein_viel,Angenommen,402.3,2,1
75,76,09:41:32:187,214,228.0,11.0,1.0,Topf_klein_wenig,Angenommen,630.9,2,1
76,77,09:41:37:437,25,25.0,19.0,1.0,Topf_gross_wenig,Angenommen,323.4,2,1
77,78,09:41:42:359,143,151.0,11.0,1.0,Topf_klein_wenig,Angenommen,356.7,2,1
78,79,09:41:47:953,89,95.0,11.0,1.0,Topf_klein_wenig,Angenommen,338.3,2,1
79,80,09:41:53:953,118,124.0,19.0,5.0,Topf_gross_viel,Angenommen,407.7,2,1
80,81,09:41:59:718,177,187.0,19.0,1.0,Topf_gross_wenig,Angenommen,343.3,2,1
81,82,09:42:04:468,109,115.0,19.0,5.0,Topf_gross_viel,Angenommen,311.4,2,1
83,84,09:42:13:906,68,74.0,11.0,1.0,Topf_klein_wenig,Angenommen,297.3,2,1
85,86,09:42:24:671,85,91.0,11.0,1.0,Topf_klein_wenig,Angenommen,414.8,2,1
86,87,09:42:30:250,14,14.0,11.0,1.0,Topf_klein_wenig,Angenommen,693.1,2,1
87,88,09:42:36:734,161,171.0,11.0,1.0,Topf_klein_wenig,Angenommen,391.7,2,1
88,89,09:42:43:093,196,208.0,11.0,1.0,Topf_klein_wenig,Angenommen,422.3,2,1
89,90,09:42:48:390,133,141.0,11.0,1.0,Topf_klein_wenig,Angenommen,480.1,2,1
90,91,09:42:54:265,184,196.0,19.0,1.0,Topf_gross_wenig,Angenommen,434.9,2,1
91,92,09:43:02:234,71,77.0,11.0,3.0,Topf_klein_mittel,Angenommen,273.0,2,1
92,93,09:43:10:546,23,23.0,19.0,1.0,Topf_gross_wenig,Angenommen,496.7,2,1
93,94,09:43:18:390,115,121.0,19.0,5.0,Topf_gross_viel,Angenommen,492.1,2,1
94,95,09:43:22:859,132,140.0,19.0,3.0,Topf_gross_mittel,Angenommen,335.5,2,1
96,97,09:43:31:468,90,96.0,11.0,3.0,Topf_klein_mittel,Angenommen,283.3,2,1
97,98,09:43:35:390,76,82.0,11.0,1.0,Topf_klein_wenig,Angenommen,293.6,2,1
98,99,09:43:41:562,230,244.0,11.0,1.0,Topf_klein_wenig,Angenommen,259.6,2,1
99,100,09:43:45:609,86,92.0,19.0,3.0,Topf_gross_mittel,Angenommen,231.8,2,1
101,102,09:43:55:171,136,144.0,19.0,1.0,Topf_gross_wenig,Angenommen,397.8,2,1
102,103,09:43:59:453,6,6.0,11.0,1.0,Topf_klein_wenig,Angenommen,313.4,2,1
103,104,09:44:03:984,167,177.0,19.0,3.0,Topf_gross_mittel,Angenommen,258.2,2,1
104,105,09:44:10:156,185,197.0,19.0,3.0,Topf_gross_mittel,Angenommen,328.9,2,1
105,106,09:44:15:500,146,154.0,11.0,1.0,Topf_klein_wenig,Angenommen,232.6,2,1
107,108,09:44:26:500,39,43.0,19.0,5.0,Topf_gross_viel,Angenommen,356.5,2,1
108,109,09:44:31:843,15,15.0,11.0,1.0,Topf_klein_wenig,Angenommen,340.4,2,1
109,110,09:44:36:703,237,251.0,11.0,1.0,Topf_klein_wenig,Angenommen,271.6,2,1
110,111,09:44:43:609,28,28.0,19.0,1.0,Topf_gross_wenig,Angenommen,240.7,2,1
111,112,09:44:48:421,83,89.0,11.0,1.0,Topf_klein_wenig,Angenommen,462.0,2,1
112,113,09:44:53:015,216,230.0,19.0,1.0,Topf_gross_wenig,Angenommen,316.8,2,1
113,114,09:44:57:140,192,204.0,19.0,3.0,Topf_gross_mittel,Angenommen,310.4,2,1
115,116,09:45:07:453,112,118.0,11.0,1.0,Topf_klein_wenig,Angenommen,349.3,2,1
116,117,09:45:13:500,88,94.0,19.0,1.0,Topf_gross_wenig,Angenommen,528.8,2,1
118,119,09:45:23:421,96,102.0,19.0,5.0,Topf_gross_viel,Angenommen,583.8,2,1
119,120,09:45:29:062,164,174.0,11.0,1.0,Topf_klein_wenig,Angenommen,380.2,2,1
120,121,09:45:34:250,134,142.0,19.0,5.0,Topf_gross_viel,Angenommen,314.7,2,1
122,123,09:45:43:703,220,234.0,11.0,1.0,Topf_klein_wenig,Angenommen,340.7,2,1
123,124,09:45:48:328,201,213.0,19.0,5.0,Topf_gross_viel,Angenommen,505.4,2,1
124,125,09:45:54:265,206,218.0,19.0,1.0,Topf_gross_wenig,Angenommen,537.6,2,1
126,127,09:46:05:265,103,109.0,19.0,1.0,Topf_gross_wenig,Angenommen,316.9,2,1
127,128,09:46:09:500,72,78.0,19.0,1.0,Topf_gross_wenig,Angenommen,306.4,2,1
128,129,09:46:16:093,43,47.0,19.0,3.0,Topf_gross_mittel,Angenommen,271.7,2,1
129,130,09:46:20:000,41,45.0,11.0,3.0,Topf_klein_mittel,Angenommen,282.0,2,1
130,131,09:46:26:500,238,252.0,11.0,1.0,Topf_klein_wenig,Angenommen,491.3,2,1
131,132,09:46:31:093,32,36.0,11.0,5.0,Topf_klein_viel,Angenommen,401.3,2,1
132,133,09:46:35:687,139,147.0,11.0,1.0,Topf_klein_wenig,Angenommen,440.0,2,1
133,134,09:46:40:750,13,13.0,11.0,1.0,Topf_klein_wenig,Angenommen,491.2,2,1
134,135,09:46:44:671,148,156.0,11.0,3.0,Topf_klein_mittel,Angenommen,453.6,2,1
135,136,09:46:52:750,16,16.0,11.0,1.0,Topf_klein_wenig,Angenommen,566.9,2,1
136,137,09:46:57:156,176,186.0,11.0,1.0,Topf_klein_wenig,Angenommen,325.0,2,1
137,138,09:47:02:140,138,146.0,19.0,1.0,Topf_gross_wenig,Angenommen,458.9,2,1
138,139,09:47:06:703,165,175.0,19.0,1.0,Topf_gross_wenig,Angenommen,330.9,2,1
139,140,09:47:11:125,78,84.0,19.0,1.0,Topf_gross_wenig,Angenommen,616.4,2,1
0,1,09:48:37:421,12,12.0,19.0,3.0,Topf_gross_mittel,Angenommen,754.3,2,2
1,2,09:48:42:406,197,209.0,11.0,3.0,Topf_klein_mittel,Angenommen,489.5,2,2
3,4,09:48:54:562,169,179.0,19.0,1.0,Topf_gross_wenig,Angenommen,326.4,2,2
4,5,09:49:01:453,234,248.0,11.0,1.0,Topf_klein_wenig,Angenommen,407.4,2,2
5,6,09:49:08:187,20,20.0,11.0,1.0,Topf_klein_wenig,Angenommen,359.3,2,2
6,7,09:49:13:281,215,229.0,11.0,1.0,Topf_klein_wenig,Angenommen,401.8,2,2
7,8,09:49:18:031,157,167.0,19.0,3.0,Topf_gross_mittel,Angenommen,353.1,2,2
8,9,09:49:22:625,166,176.0,11.0,1.0,Topf_klein_wenig,Angenommen,411.7,2,2
9,10,09:49:26:781,40,44.0,19.0,5.0,Topf_gross_viel,Angenommen,336.1,2,2
11,12,09:49:37:484,7,7.0,11.0,1.0,Topf_klein_wenig,Angenommen,407.6,2,2
12,13,09:49:42:453,56,60.0,11.0,1.0,Topf_klein_wenig,Angenommen,238.8,2,2
13,14,09:49:48:406,224,238.0,11.0,5.0,Topf_klein_viel,Angenommen,222.3,2,2
14,15,09:49:54:234,227,241.0,19.0,3.0,Topf_gross_mittel,Angenommen,298.5,2,2
16,17,09:50:07:484,205,217.0,19.0,5.0,Topf_gross_viel,Angenommen,403.6,2,2
17,18,09:50:11:578,154,164.0,11.0,3.0,Topf_klein_mittel,Angenommen,397.8,2,2
18,19,09:50:16:218,44,48.0,11.0,1.0,Topf_klein_wenig,Angenommen,218.6,2,2
19,20,09:50:21:750,49,53.0,19.0,5.0,Topf_gross_viel,Angenommen,426.9,2,2
20,21,09:50:27:921,228,242.0,19.0,1.0,Topf_gross_wenig,Angenommen,313.6,2,2
21,22,09:50:34:765,62,68.0,11.0,3.0,Topf_klein_mittel,Angenommen,477.4,2,2
23,24,09:50:43:796,24,24.0,11.0,3.0,Topf_klein_mittel,Angenommen,368.2,2,2
24,25,09:50:48:203,221,235.0,19.0,1.0,Topf_gross_wenig,Angenommen,373.6,2,2
25,26,09:50:54:093,111,117.0,11.0,1.0,Topf_klein_wenig,Angenommen,248.6,2,2
26,27,09:50:58:843,142,150.0,11.0,1.0,Topf_klein_wenig,Angenommen,336.5,2,2
28,29,09:51:11:359,65,71.0,11.0,3.0,Topf_klein_mittel,Angenommen,326.6,2,2
29,30,09:51:16:609,45,49.0,11.0,3.0,Topf_klein_mittel,Angenommen,363.0,2,2
30,31,09:51:24:203,163,173.0,11.0,1.0,Topf_klein_wenig,Angenommen,423.9,2,2
31,32,09:51:30:203,57,61.0,19.0,1.0,Topf_gross_wenig,Angenommen,629.3,2,2
32,33,09:51:34:671,223,237.0,19.0,3.0,Topf_gross_mittel,Angenommen,568.8,2,2
33,34,09:51:40:312,180,190.0,11.0,5.0,Topf_klein_viel,Angenommen,284.4,2,2
34,35,09:51:45:171,233,247.0,19.0,1.0,Topf_gross_wenig,Angenommen,384.3,2,2
35,36,09:51:49:640,217,231.0,19.0,1.0,Topf_gross_wenig,Angenommen,451.7,2,2
36,37,09:51:55:015,63,69.0,19.0,5.0,Topf_gross_viel,Angenommen,306.1,2,2
38,39,09:52:05:156,183,195.0,19.0,1.0,Topf_gross_wenig,Angenommen,440.5,2,2
39,40,09:52:10:796,193,205.0,11.0,5.0,Topf_klein_viel,Angenommen,404.7,2,2
41,42,09:52:20:062,203,215.0,11.0,1.0,Topf_klein_wenig,Angenommen,342.9,2,2
42,43,09:52:25:781,120,126.0,19.0,1.0,Topf_gross_wenig,Angenommen,287.1,2,2
44,45,09:52:36:625,9,9.0,11.0,1.0,Topf_klein_wenig,Angenommen,281.2,2,2
45,46,09:52:43:593,159,169.0,19.0,1.0,Topf_gross_wenig,Angenommen,215.6,2,2
46,47,09:52:48:187,232,246.0,19.0,3.0,Topf_gross_mittel,Angenommen,294.3,2,2
47,48,09:52:54:125,149,157.0,19.0,1.0,Topf_gross_wenig,Angenommen,582.5,2,2
48,49,09:53:00:171,126,134.0,11.0,3.0,Topf_klein_mittel,Angenommen,513.9,2,2
49,50,09:53:04:828,34,38.0,11.0,1.0,Topf_klein_wenig,Angenommen,366.0,2,2
50,51,09:53:09:093,58,62.0,19.0,5.0,Topf_gross_viel,Angenommen,345.5,2,2
51,52,09:53:14:921,219,233.0,19.0,3.0,Topf_gross_mittel,Angenommen,277.7,2,2
53,54,09:53:25:671,47,51.0,19.0,3.0,Topf_gross_mittel,Angenommen,267.1,2,2
54,55,09:53:31:687,162,172.0,11.0,3.0,Topf_klein_mittel,Angenommen,248.6,2,2
55,56,09:53:36:687,104,110.0,11.0,1.0,Topf_klein_wenig,Angenommen,286.5,2,2
56,57,09:53:42:203,200,212.0,11.0,3.0,Topf_klein_mittel,Angenommen,456.1,2,2
58,59,09:53:51:937,37,41.0,19.0,1.0,Topf_gross_wenig,Angenommen,294.1,2,2
60,61,09:54:02:578,229,243.0,11.0,1.0,Topf_klein_wenig,Angenommen,416.2,2,2
62,63,09:54:13:656,35,39.0,19.0,5.0,Topf_gross_viel,Angenommen,232.9,2,2
63,64,09:54:18:687,187,199.0,19.0,5.0,Topf_gross_viel,Angenommen,253.4,2,2
64,65,09:54:25:406,186,198.0,11.0,1.0,Topf_klein_wenig,Angenommen,293.9,2,2
65,66,09:54:31:937,211,225.0,11.0,1.0,Topf_klein_wenig,Angenommen,421.8,2,2
66,67,09:54:37:062,178,188.0,11.0,3.0,Topf_klein_mittel,Angenommen,495.0,2,2
67,68,09:54:41:562,77,83.0,11.0,3.0,Topf_klein_mittel,Angenommen,305.1,2,2
68,69,09:54:47:859,128,136.0,19.0,1.0,Topf_gross_wenig,Angenommen,427.1,2,2
70,71,09:54:59:281,170,180.0,11.0,1.0,Topf_klein_wenig,Angenommen,292.9,2,2
71,72,09:55:06:453,119,125.0,19.0,5.0,Topf_gross_viel,Angenommen,291.2,2,2
72,73,09:55:14:203,102,108.0,19.0,1.0,Topf_gross_wenig,Angenommen,314.6,2,2
73,74,09:55:19:015,98,104.0,19.0,1.0,Topf_gross_wenig,Angenommen,320.0,2,2
74,75,09:55:23:343,208,220.0,19.0,5.0,Topf_gross_viel,Angenommen,320.8,2,2
75,76,09:55:29:171,75,81.0,11.0,3.0,Topf_klein_mittel,Angenommen,373.7,2,2
76,77,09:55:33:859,52,56.0,19.0,1.0,Topf_gross_wenig,Angenommen,319.6,2,2
77,78,09:55:40:468,150,158.0,19.0,3.0,Topf_gross_mittel,Angenommen,293.5,2,2
78,79,09:55:45:875,108,114.0,11.0,1.0,Topf_klein_wenig,Angenommen,690.6,2,2
79,80,09:55:51:578,101,107.0,11.0,3.0,Topf_klein_mittel,Angenommen,587.5,2,2
80,81,09:55:56:281,64,70.0,11.0,1.0,Topf_klein_wenig,Angenommen,422.2,2,2
81,82,09:56:00:671,107,113.0,19.0,5.0,Topf_gross_viel,Angenommen,396.3,2,2
82,83,09:56:05:906,110,116.0,19.0,5.0,Topf_gross_viel,Angenommen,409.4,2,2
84,85,09:56:16:312,158,168.0,19.0,5.0,Topf_gross_viel,Angenommen,357.1,2,2
85,86,09:56:21:468,27,27.0,19.0,3.0,Topf_gross_mittel,Angenommen,348.9,2,2
86,87,09:56:26:281,210,222.0,19.0,1.0,Topf_gross_wenig,Angenommen,354.2,2,2
87,88,09:56:32:406,239,253.0,19.0,3.0,Topf_gross_mittel,Angenommen,234.3,2,2
88,89,09:56:38:937,174,184.0,19.0,3.0,Topf_gross_mittel,Angenommen,290.2,2,2
89,90,09:56:43:031,231,245.0,19.0,3.0,Topf_gross_mittel,Angenommen,261.0,2,2
90,91,09:56:48:921,117,123.0,19.0,1.0,Topf_gross_wenig,Angenommen,302.6,2,2
91,92,09:56:55:343,204,216.0,19.0,1.0,Topf_gross_wenig,Angenommen,267.9,2,2
93,94,09:57:05:015,175,185.0,19.0,1.0,Topf_gross_wenig,Angenommen,509.1,2,2
94,95,09:57:09:796,31,35.0,11.0,1.0,Topf_klein_wenig,Angenommen,443.8,2,2
96,97,09:57:18:937,190,202.0,11.0,1.0,Topf_klein_wenig,Angenommen,329.9,2,2
97,98,09:57:25:812,2,2.0,19.0,3.0,Topf_gross_mittel,Angenommen,300.4,2,2
98,99,09:57:31:125,21,21.0,19.0,3.0,Topf_gross_mittel,Angenommen,389.5,2,2
99,100,09:57:37:546,87,93.0,19.0,3.0,Topf_gross_mittel,Angenommen,386.8,2,2
100,101,09:57:42:765,218,232.0,19.0,5.0,Topf_gross_viel,Angenommen,319.9,2,2
101,102,09:57:47:703,121,129.0,19.0,1.0,Topf_gross_wenig,Angenommen,543.8,2,2
102,103,09:57:54:187,129,137.0,19.0,5.0,Topf_gross_viel,Angenommen,498.4,2,2
103,104,09:57:58:218,54,58.0,11.0,1.0,Topf_klein_wenig,Angenommen,519.3,2,2
104,105,09:58:04:593,153,163.0,11.0,3.0,Topf_klein_mittel,Angenommen,470.0,2,2
105,106,09:58:08:500,225,239.0,11.0,1.0,Topf_klein_wenig,Angenommen,575.6,2,2
106,107,09:58:15:156,123,131.0,11.0,1.0,Topf_klein_wenig,Angenommen,298.8,2,2
107,108,09:58:20:625,135,143.0,11.0,3.0,Topf_klein_mittel,Angenommen,381.9,2,2
109,110,09:58:33:578,55,59.0,19.0,3.0,Topf_gross_mittel,Angenommen,354.4,2,2
110,111,09:58:39:281,8,8.0,19.0,3.0,Topf_gross_mittel,Angenommen,292.0,2,2
111,112,09:58:44:218,94,100.0,19.0,3.0,Topf_gross_mittel,Angenommen,323.9,2,2
112,113,09:58:49:375,26,26.0,19.0,1.0,Topf_gross_wenig,Angenommen,251.7,2,2
113,114,09:58:55:609,131,139.0,19.0,3.0,Topf_gross_mittel,Angenommen,311.7,2,2
115,116,09:59:06:562,182,194.0,11.0,1.0,Topf_klein_wenig,Angenommen,517.8,2,2
116,117,09:59:10:765,181,193.0,11.0,5.0,Topf_klein_viel,Angenommen,395.3,2,2
117,118,09:59:15:234,137,145.0,19.0,5.0,Topf_gross_viel,Angenommen,278.8,2,2
118,119,09:59:20:109,95,101.0,11.0,1.0,Topf_klein_wenig,Angenommen,578.1,2,2
119,120,09:59:25:468,46,50.0,11.0,5.0,Topf_klein_viel,Angenommen,225.8,2,2
120,121,09:59:30:796,113,119.0,11.0,1.0,Topf_klein_wenig,Angenommen,746.2,2,2
121,122,09:59:37:640,191,203.0,19.0,3.0,Topf_gross_mittel,Angenommen,422.0,2,2
122,123,09:59:41:984,18,18.0,11.0,1.0,Topf_klein_wenig,Angenommen,494.2,2,2
123,124,09:59:46:968,114,120.0,19.0,1.0,Topf_gross_wenig,Angenommen,596.7,2,2
124,125,09:59:53:328,144,152.0,19.0,1.0,Topf_gross_wenig,Angenommen,308.0,2,2
125,126,09:59:57:609,172,182.0,19.0,3.0,Topf_gross_mittel,Angenommen,374.9,2,2
126,127,10:00:01:906,61,67.0,19.0,1.0,Topf_gross_wenig,Angenommen,289.8,2,2
128,129,10:00:10:921,4,4.0,19.0,1.0,Topf_gross_wenig,Angenommen,341.3,2,2
129,130,10:00:17:515,59,65.0,11.0,3.0,Topf_klein_mittel,Angenommen,322.4,2,2
130,131,10:00:22:546,91,97.0,11.0,1.0,Topf_klein_wenig,Angenommen,255.0,2,2
131,132,10:00:27:859,42,46.0,19.0,5.0,Topf_gross_viel,Angenommen,248.8,2,2
132,133,10:00:32:265,36,40.0,19.0,5.0,Topf_gross_viel,Angenommen,214.9,2,2
134,135,10:00:41:125,11,11.0,19.0,5.0,Topf_gross_viel,Angenommen,496.5,2,2
135,136,10:00:45:500,19,19.0,11.0,1.0,Topf_klein_wenig,Angenommen,240.0,2,2
136,137,10:00:49:718,38,42.0,19.0,1.0,Topf_gross_wenig,Angenommen,229.4,2,2
137,138,10:00:55:734,125,133.0,19.0,3.0,Topf_gross_mittel,Angenommen,266.3,2,2
138,139,10:01:01:500,130,138.0,19.0,1.0,Topf_gross_wenig,Angenommen,417.2,2,2
139,140,10:01:06:031,99,105.0,11.0,3.0,Topf_klein_mittel,Angenommen,482.6,2,2
0,1,08:38:37:343,36,40.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,1563.9,3,1
1,2,08:38:42:468,140,148.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,597.8,3,1
2,3,08:38:47:984,151,161.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,598.8,3,1
3,4,08:38:54:593,34,38.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1211.3,3,1
5,6,08:39:05:765,32,36.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,896.6,3,1
7,8,08:39:16:109,131,139.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,622.2,3,1
8,9,08:39:22:046,20,20.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,518.4,3,1
9,10,08:39:26:625,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,605.1,3,1
10,11,08:39:31:484,27,27.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,449.0,3,1
11,12,08:39:36:437,39,43.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,520.9,3,1
12,13,08:39:43:156,164,174.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,545.5,3,1
14,15,08:39:53:734,224,238.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,573.6,3,1
15,16,08:39:58:343,111,117.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,483.0,3,1
16,17,08:40:05:062,18,18.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,396.2,3,1
17,18,08:40:09:765,63,69.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,597.5,3,1
18,19,08:40:13:812,160,170.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,547.0,3,1
19,20,08:40:20:640,143,151.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,566.9,3,1
20,21,08:40:27:437,79,85.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,547.9,3,1
21,22,08:40:32:234,157,167.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,450.6,3,1
22,23,08:40:37:937,235,249.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,427.6,3,1
24,25,08:40:49:171,141,149.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,454.1,3,1
25,26,08:40:53:437,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,576.9,3,1
26,27,08:40:59:875,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,445.6,3,1
27,28,08:41:05:937,182,194.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,360.4,3,1
29,30,08:41:17:562,102,108.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,546.8,3,1
30,31,08:41:23:921,69,75.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,474.1,3,1
31,32,08:41:29:703,194,206.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,463.7,3,1
32,33,08:41:35:109,221,235.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,422.1,3,1
33,34,08:41:40:859,150,158.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,341.6,3,1
34,35,08:41:46:984,104,110.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,389.6,3,1
35,36,08:41:52:046,138,146.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,289.5,3,1
37,38,08:42:04:890,4,4.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,658.1,3,1
38,39,08:42:09:812,28,28.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,499.4,3,1
40,41,08:42:19:921,21,21.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,347.0,3,1
41,42,08:42:24:296,83,89.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,409.8,3,1
43,44,08:42:34:640,84,90.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,576.0,3,1
44,45,08:42:39:281,19,19.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,372.9,3,1
45,46,08:42:44:406,168,178.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,517.3,3,1
46,47,08:42:51:343,43,47.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,341.1,3,1
47,48,08:42:56:640,75,81.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,511.5,3,1
48,49,08:43:01:234,169,179.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,589.5,3,1
49,50,08:43:08:171,107,113.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,333.2,3,1
50,51,08:43:12:203,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Abgelehnt,650.2,3,1
51,52,08:43:18:937,94,100.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,354.8,3,1
52,53,08:43:24:375,58,62.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,366.5,3,1
53,54,08:43:29:921,211,225.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,710.8,3,1
54,55,08:43:34:000,227,241.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,537.6,3,1
55,56,08:43:38:062,14,14.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,373.3,3,1
56,57,08:43:44:250,38,42.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,483.4,3,1
58,59,08:43:56:609,191,203.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,464.1,3,1
59,60,08:44:03:437,237,251.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,395.9,3,1
